designation,num,id,_r,Source,RA_ICRS,DE_ICRS,GMAG0,BP-RP0,mass84,teff16,teff50,teff84,logg16,logg50,logg84,met16,met50,met84,dist05,dist16,dist50,dist84,dist95,AV05,AV16,AV50,AV84,AV95,fidelity,XGal,YGal,ZGal,RGal,FlagPhoto,FlagOut,BP/RPCorr,AG50,ABP50,ARP50,,,source_id,ra,dec,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,ruwe,ag_gspphot,azero_gspphot,bp_g,bp_rp,distance_gspphot,ebpminrp_gspphot,g_rp,grvs_mag,grvs_mag_error,libname_gspphot,logg_gspphot,mh_gspphot,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_rp_mean_flux,phot_rp_mean_flux_error,radial_velocity,radial_velocity_error,ref_epoch,teff_gspphot,vbroad,vbroad_error,Separation
Gaia DR3 3326749451209350912,0,616,0.213392,3.32675E+018,100.4221894,10.01772854,1.329935,0.475518,2.037288,6915.38,7169.56,7462.74,3.772938,3.920667,4.286255,0.094322,0.384589,0.392736,2.675255,2.725198,5.334188,5.551484,5.630762,2.601393,2.615366,2.678026,2.820244,3.644958,0.997559,-13.109154,-2.074479,0.224298,13.272279,GBPRPgrizy/JHKsW1W2,0,0.004074454,2.20887,2.763251,1.60773,,,3.32675E+018,100.4221894,10.01772854,202.9076427,2.409949951,100.5363071,-13.04116885,0.356541306,-0.63702149,-0.767651412,17.174147,17.941484,16.310446,0.08046412,0.08572984,0.11502935,0.084524736,0.06933178,1.0030475,2.6059,3.1557,0.7673378,1.6310387,2415.7666,1.4285,0.86370087,,,PHOENIX,4.3634,-0.1504,909.5423784,10.37854,2542.659046,2.7315264,2371.262597,10.602653,,,2016,8101.746,,,0.000000142
Gaia DR3 3326749455505545984,0,617,0.205225,3.32675E+018,100.4079244,10.02296325,3.700757,0.56263,1.191968,6158.28,6594.96,6686.31,4.142254,4.340465,4.526653,-0.821413,-0.501596,-0.214453,0.685517,0.737781,1.01185,1.169588,1.218605,3.83668,4.004873,4.293059,4.37798,4.385531,0.994141,-9.131308,-0.393334,0.042369,9.139775,GBPRPgrizy/JHKsW1W2,0,0.021313548,3.333632,4.301906,2.526921,,,3.32675E+018,100.4079244,10.02296325,202.8965681,2.399835501,100.5215306,-13.03698529,1.114688905,2.52037731,-5.2135108,17.059969,18.287592,15.949978,0.079509825,0.09447666,0.121546194,0.08949408,0.07094167,1.0485101,2.8453,3.8584,1.227623,2.337614,481.4637,1.5954,1.1099911,,,MARCS,4.6372,-1.5947,661.2725372,15.867542,2824.612132,3.4957476,3304.965352,14.03461,,,2016,5636.9204,,,0.000000166
Gaia DR3 3326749489865280768,0,618,0.230353,3.32675E+018,100.4311654,10.03443385,0.000584,1.097083,2.108896,4657.29,4808.38,4997.25,2.199163,2.285721,2.575222,-0.590725,-0.502757,-0.195973,0.372888,0.37379,0.376696,0.37823,0.38152,0.051177,0.154246,0.436729,0.551629,0.603991,1,-8.546704,-0.146431,0.015941,8.547958,GBPRPJHKsW1W2,1000,-0.002465844,0.363597,0.451536,0.264411,,,3.32675E+018,100.4311654,10.03443385,202.8967962,2.425434085,100.5440879,-13.02385608,2.5348594,11.03239579,-11.17418953,8.244135,8.812918,7.52871,0.021998579,0.023021119,0.03136095,0.02205661,0.018452907,1.0199744,0.0003,0.0003,0.5687828,1.2842078,361.7442,0.0001,0.715425,7.257843,0.005903329,MARCS,2.1614,-0.2501,4076147.069,1790.0729,9490579.857,2162.9429,7721011.996,2199.1162,20.473078,0.14558652,2016,4501.5396,10.425833,0.28061166,0.00000022
Gaia DR3 3326749489865282688,0,619,0.217415,3.32675E+018,100.420731,10.02657015,1.712342,0.604191,1.987419,6327.13,6465.75,7623.5,3.601394,3.728637,4.198928,0.016169,0.088872,0.279759,1.865129,2.103163,3.970942,4.788666,4.828947,2.837478,3.029327,3.127057,3.74286,4.136749,0.983887,-11.854755,-1.543762,0.167165,11.954849,GBPRPgrizy/JHKs,0,0.001269937,2.504187,3.178998,1.860885,,,3.32675E+018,100.420731,10.02657015,202.8991115,2.412703794,100.5341667,-13.03245745,0.135526373,-0.666102621,-1.243910604,17.210997,18.16709,16.244785,0.10248899,0.10593182,0.12519726,0.097468264,0.08637612,0.9729377,2.2041,2.866,0.95609283,1.9223042,784.3468,1.2379,0.9662113,,,MARCS,4.6172,-3.4712,738.8916975,14.331546,2457.809812,3.4457848,2519.090925,18.944136,,,2016,5900.0303,,,0.00000015
Gaia DR3 3326749524225023360,0,620,0.200242,3.32675E+018,100.3954754,10.02977355,4.70501,0.908312,1.04496,5478.1,5650.95,5927.57,4.446535,4.453794,4.49551,-0.014812,0.269803,0.276497,0.619139,0.641623,0.680541,0.700195,0.708848,2.702352,2.729344,2.890309,3.111689,3.147303,1,-8.826428,-0.264419,0.028404,8.830388,GBPRPgrizy/JHKsW1W2,0,0.018143177,2.285784,2.918386,1.715402,,,3.32675E+018,100.3954754,10.02977355,202.8849063,2.392031721,100.5084665,-13.0310972,1.501864522,-1.285402049,-3.383273217,16.155066,17.225407,15.11411,0.04426047,0.05202395,0.067284554,0.048982143,0.04111099,1.0600696,0.5728,0.8244,1.0703411,2.1112967,611.095,0.3297,1.0409555,,,MARCS,4.1895,0.2907,1758.951685,33.776382,6500.106354,28.729963,7136.974898,84.77182,,,2016,3959.7537,,,0.0000000792
Gaia DR3 3326749554288857088,0,621,0.226709,3.32675E+018,100.4240781,10.03747761,3.871938,0.854574,1.438181,5829.22,6261.04,7013.63,4.033058,4.245188,4.419261,-0.820733,-0.345216,0.042168,1.389434,1.79935,2.247783,3.904866,4.222185,2.882896,3.273839,3.522114,3.9916,4.082183,0.78418,-10.268915,-0.873557,0.094935,10.306005,GBPRPgrizy/JHKs,0,-0.046803832,2.774964,3.552318,2.084995,,,3.32675E+018,100.4240781,10.03747761,202.8908997,2.420610961,100.5367135,-13.02133634,0.512132799,-0.349063191,-0.597413358,18.40572,19.690569,17.368671,0.22535092,0.2344363,0.27133283,0.21698989,0.18214439,1.0768384,1.1732,1.7122,1.2848492,2.3218975,449.0581,0.6416,1.0370483,,,MARCS,4.2994,-1.9144,181.6307697,18.062937,817.8216051,1.8956546,894.7251786,19.660332,,,2016,3744.613,,,0.000000221
Gaia DR3 3326749691727814400,0,622,0.243538,3.32675E+018,100.4337338,10.05242326,5.884878,1.117118,0.814056,5153.45,5269.97,5396.97,4.594679,4.630033,4.640719,-0.453468,-0.421924,-0.316332,0.769942,0.790641,0.799591,0.926925,2.830411,3.639482,3.984615,4.040925,4.266297,4.469711,0.841309,-8.936004,-0.310627,0.033984,8.941401,GBPRPgrizy/JHKsW1W2,0,0.017922163,3.064427,3.999058,2.364754,,,3.32675E+018,100.4337338,10.05242326,202.8819257,2.435887726,100.5453116,-13.00572893,1.185057387,2.993724753,-8.666184431,18.463717,20.024284,17.272863,0.2210791,0.23906623,0.2528198,0.21121167,0.20621464,1.0267859,,,1.5605679,2.751421,,,1.1908531,,,,,,133.5681778,16.698647,775.2822314,2.0633376,977.2669499,11.990229,,,2016,,,,0.000000114
Gaia DR3 3326749726087533312,0,623,0.20581,3.32675E+018,100.3931528,10.04031748,2.97002,0.426745,1.411856,7099.84,7114.01,7709.69,4.246806,4.25209,4.324057,-0.342283,-0.253464,-0.22031,0.565624,0.56565,0.584091,0.585799,0.586534,0.302126,0.302712,0.309369,0.59407,0.706781,1,-8.737687,-0.226846,0.024406,8.740631,GBPRPJHKsW1W2,0,-0.001467586,0.274587,0.330821,0.190238,,,3.32675E+018,100.3931528,10.04031748,202.8744706,2.39480515,100.5053282,-13.0207504,1.71331735,-13.77060511,1.372133478,12.077009,12.287787,11.720459,0.01252443,0.01330488,0.017363172,0.014647019,0.012199561,0.9366261,0.0918,0.1042,0.21077824,0.56732845,563.2416,0.0496,0.35655022,11.566009,0.027828488,MARCS,4.1898,-0.4191,166074.102,111.136406,278062.9564,75.52123,162545.4284,130.80435,13.089033,1.5542693,2016,6726.547,,,0.00000011
Gaia DR3 3326749902182136320,0,624,0.255048,3.32675E+018,100.4349696,10.06846862,0.100083,0.988955,1.392975,4957.85,5189.2,5367.87,2.384118,2.469,2.631184,-0.975633,-0.680875,-0.497489,1.923877,2.321314,2.649156,2.86934,2.906105,4.598255,4.779701,4.976222,5.16241,5.235464,0.985352,-10.638715,-1.028558,0.112981,10.68832,GBPRPgrizy/JHKsW1W2,0,-0.003818035,3.672661,4.862798,2.883497,,,3.32675E+018,100.4349696,10.06846862,202.8681877,2.444286791,100.5453394,-12.98963752,0.287260772,0.717451414,-1.465852302,15.888282,17.612173,14.643917,0.04401429,0.04881206,0.05870665,0.049576595,0.043851115,1.0402606,3.6369,5.2086,1.7238913,2.968256,1337.7485,2.03,1.2443647,,,MARCS,3.1762,-0.4911,1231.822071,18.749807,8310.630869,7.697811,11005.02865,24.092802,,,2016,5216.3813,,,0.000000158
Gaia DR3 3326749932245991296,0,625,0.231164,3.32675E+018,100.405527,10.06386195,2.87403,0.607685,1.55,6280.29,6512.9,6917.91,4.06569,4.102022,4.172006,-0.381526,0.246251,0.283635,0.793417,0.848411,0.928844,0.939547,1.109286,3.883496,3.885639,4.078597,4.253242,4.509304,1,-9.055135,-0.360503,0.039161,9.062308,GBPRPgrizy/JHKsW1W2,0,0.032295465,3.180642,4.094852,2.40465,,,3.32675E+018,100.405527,10.06386195,202.8590603,2.416386082,100.5160186,-12.99637205,1.049636894,-1.721386089,-2.633283814,15.894385,17.084978,14.787091,0.039841384,0.05239305,0.068133704,0.04604136,0.037606698,0.91307485,3.7698,4.8211,1.1905928,2.2978868,904.7382,2.0904,1.1072941,,,A,4.2405,-0.5733,2001.823424,16.513937,8264.044116,5.347241,9645.428596,22.80673,,,2016,8157.1934,,,0.000000101
Gaia DR3 3326749966605741184,0,626,0.251701,3.32675E+018,100.4139564,10.08410247,0.160039,1.067721,2.181427,5023.38,5104.16,5181.03,2.449122,2.674502,2.855291,-0.58855,-0.297344,-0.197716,2.8,3.350763,3.691145,4.371504,4.621767,4.908593,4.909563,5.032774,5.110556,5.236419,0.99707,-11.598544,-1.431746,0.156693,11.686579,GBPRPgrizy/JHKsW1W2,0,-0.011602402,3.701437,4.909713,2.913014,,,3.32675E+018,100.4139564,10.08410247,202.8448187,2.433002384,100.5229806,-12.9755745,0.115132379,0.063333112,-1.663520109,16.697283,18.503283,15.438862,0.06193185,0.07984969,0.10523218,0.07346519,0.058295026,0.991368,3.5246,5.1708,1.8059998,3.0644207,982.5667,1.9339,1.258421,,,MARCS,3.4714,0.2183,542.130751,11.8004465,3944.877458,3.9163218,5291.923166,11.252923,,,2016,4769.8184,,,0.000000104
Gaia DR3 3326749970901614464,0,627,0.245958,3.32675E+018,100.4105805,10.07937327,3.906939,0.794402,1.19958,5690.35,6076.51,6156.19,4.208939,4.330371,4.352738,0.134992,0.266778,0.420037,0.743254,0.747053,0.755993,0.835739,0.842559,3.519277,3.588826,3.869636,3.994805,4.176438,1,-8.896053,-0.293273,0.032025,8.900886,GBPRPgrizy/JHKsW1W2,0,-0.007663727,3.005639,3.875971,2.280094,,,3.32675E+018,100.4105805,10.07937327,202.8475144,2.427887727,100.5199369,-12.98053603,1.129234363,2.84341527,-3.232842339,16.305166,17.593445,15.203165,0.055149548,0.06983788,0.09217752,0.064849846,0.051110644,1.0750028,2.4605,3.3879,1.2882786,2.3902798,557.9587,1.365,1.1020012,,,MARCS,4.2613,-1.0881,1253.254332,12.250819,5660.831971,5.1513696,6574.947644,17.455645,,,2016,5018.274,,,0.000000132
Gaia DR3 3326750000965462656,0,628,0.260285,3.32675E+018,100.4528671,10.0557559,2.456705,0.365993,1.753258,6977.89,7188.7,8506.58,3.987752,4.113379,4.292505,-0.641428,-0.218172,-0.106276,1.894538,2.028563,2.697096,2.970511,4.256256,3.661192,4.041877,4.206259,4.771246,5.034982,0.988281,-10.682474,-1.048003,0.115491,10.733758,GBPRPgrizy/JHKsW1W2,0,0.022595286,3.316864,4.24821,2.486825,,,3.32675E+018,100.4528671,10.0557559,202.8875545,2.454174444,100.5643407,-13.00101131,0.193927355,-0.33887447,-1.156290297,17.928051,19.005993,16.878614,0.13387173,0.13654198,0.18820137,0.13391396,0.10970749,0.97254014,2.2054,3.0156,1.0779419,2.1273785,590.016,1.2226,1.0494366,,,MARCS,4.7757,-1.521,341.2086717,16.523508,1269.77359,2.0335293,1405.116698,15.294341,,,2016,4975.3823,,,0.0000000577
Gaia DR3 3326750348858733184,0,629,0.26539,3.32675E+018,100.424514,10.09317347,3.417644,0.610457,1.459475,6485.27,6513.26,6905.42,4.226483,4.266847,4.275487,-0.185891,-0.088848,-0.025385,1.188025,1.192707,1.220409,1.447609,2.424164,4.557114,4.64172,4.688889,4.935697,5.030162,0.832031,-9.323683,-0.47331,0.052093,9.335689,GBPRPgrizy/JHKsW1W2,0,-0.002479553,3.594324,4.669836,2.747645,,,3.32675E+018,100.424514,10.09317347,202.8414823,2.446389454,100.5329308,-12.96576092,0.620282183,1.688731767,-4.051819653,17.444496,18.833254,16.300606,0.09539975,0.12532137,0.16337033,0.11248952,0.09279901,1.0773126,2.4876,3.5407,1.3887577,2.532648,602.382,1.3752,1.1438904,,,PHOENIX,4.3185,-1.3912,400.0512333,10.228851,1982.204826,2.6908576,2392.852868,11.460395,,,2016,4562.3667,,,0.00000016
Gaia DR3 3326902283326795264,0,630,0.262621,3.3269E+018,100.0218572,9.751258286,3.747573,0.647034,0.999897,5802.55,6081.53,6315.81,3.936192,4.113158,4.266049,-1.165164,-0.731003,-0.294263,0.949235,0.954513,1.15937,1.420573,1.701005,3.832046,4.020178,4.221795,4.34691,4.367562,0.998047,-9.266874,-0.452085,0.039196,9.277896,GBPRPgrizy/JHKsW1W2,0,-0.002251148,3.24713,4.209318,2.478891,,,3.3269E+018,100.0218572,9.751258286,202.9646916,1.937404381,100.1521429,-13.33553195,0.856484032,-1.331828202,-1.184844979,17.315813,18.590559,16.213099,0.07815637,0.0786507,0.1075946,0.11341385,0.08851165,0.99587137,2.518,3.4954,1.274746,2.3774605,634.4585,1.412,1.1027145,,,MARCS,4.3667,-2.6198,500.2574175,15.283565,2231.628042,3.3212142,2593.695866,14.132489,,,2016,4965.7773,,,0.0000000692
Gaia DR3 3326902317686540416,0,631,0.252729,3.3269E+018,100.026689,9.762157108,6.272542,1.016315,0.740261,4777.45,4913.18,5292.26,4.472238,4.635757,4.660349,-1.1317,-0.663386,-0.530139,0.605971,0.634052,0.677149,0.793711,0.848166,2.860421,2.934586,3.073233,3.423694,3.593425,0.643066,-8.823156,-0.263965,0.023002,8.827105,GBPRPgrizy/JHKsW1W2,0,0.043955564,2.373242,3.066064,1.811906,,,3.3269E+018,100.026689,9.762157108,202.9571705,1.946621595,100.1562272,-13.32432192,1.127130512,0.967509606,-9.641815944,17.799206,18.961233,16.69076,0.11512791,0.121075995,0.16733363,0.17319296,0.13225888,1.0867776,1.956,2.7589,1.1620274,2.2704735,518.3106,1.0822,1.1084461,,,PHOENIX,4.5056,-2.275,355.5690596,10.818924,1429.765393,3.232704,1670.53144,14.138284,,,2016,4453.4873,,,0.000000172
Gaia DR3 3326902317686542848,0,632,0.254221,3.3269E+018,100.0230348,9.7651897,2.952021,0.766607,0.984895,5011.9,5498.98,5629.46,3.585724,3.675234,3.936562,-0.764203,-0.691782,-0.239598,1.545107,1.937401,2.551547,2.801924,5.915367,3.670253,3.760519,4.344473,4.352521,4.405425,0.987793,-10.548178,-0.994461,0.086591,10.594952,GBPRPgrizy/JHKsW1W2,0,-0.018308043,3.285261,4.294836,2.538413,,,3.3269E+018,100.0230348,9.7651897,202.9528246,1.944804845,100.152314,-13.32155327,0.667628769,0.939875152,-4.598847636,18.2713,19.665194,17.142164,0.14226104,0.12853487,0.16400756,0.19917792,0.15773222,0.9854121,1.464,2.1925,1.3938942,2.5230293,636.852,0.816,1.1291351,,,PHOENIX,4.25,-0.7968,185.9257332,9.349974,925.6080391,1.8261005,1102.280689,12.0809765,,,2016,3652.6755,,,0.0000000652
Gaia DR3 3326902390701710464,0,633,0.252228,3.3269E+018,100.0215368,9.771687478,-0.863905,0.078563,3.467187,8165.98,8589.02,10040.4,3.239184,3.388,3.447595,-0.701384,0.001444,0.220492,1.509799,1.546298,1.607789,1.681063,1.685039,3.898672,3.920647,4.03562,4.294212,4.315366,1,-9.67971,-0.626466,0.05461,9.699962,GBPRPg/JHKsW1W2,0,0.019408822,3.291301,4.147618,2.409187,,,3.3269E+018,100.0215368,9.771687478,202.9463669,1.946462021,100.1503257,-13.31517698,0.596308923,-3.11862778,-1.440275464,13.458541,14.330823,12.513829,0.015104153,0.01386183,0.017205708,0.01931134,0.016087214,1.216367,,,0.872282,1.8169937,,,0.9447117,12.020282,0.03813456,,,,25298.09465,29.879269,77898.70101,27.032043,78275.61199,34.752216,120.63459,7.947986,2016,,,,0.000000128
Gaia DR3 3326902459421185024,0,634,0.215405,3.3269E+018,100.0592235,9.781280945,6.416677,1.258496,0.8,4745.15,4767.23,4890.73,4.596434,4.642342,4.645021,-0.258447,0.194211,0.264602,0.638705,0.639954,0.642383,0.65043,0.654765,0.323754,0.341146,0.372458,0.50793,0.682886,1,-8.791161,-0.250383,0.022238,8.794725,GBPRPgrizy/JHKsW1W2,1000,-0.01083076,0.310342,0.385222,0.225591,,,3.3269E+018,100.0592235,9.781280945,202.9548141,1.983879895,100.1876905,-13.30296122,1.535343855,-9.804209445,-11.94443704,15.76599,16.418446,15.000318,0.036142357,0.031650204,0.041338596,0.04705882,0.041962165,0.9808625,0.1265,0.1669,0.65245533,1.418128,643.7316,0.0665,0.7656727,,,MARCS,4.5425,0.0479,3698.611807,15.938263,9301.452989,5.4291863,7925.583808,11.958107,,,2016,4455.8623,,,0.000000212
Gaia DR3 3326902489485246336,0,635,0.236677,3.3269E+018,100.0349765,9.779859899,2.661548,0.77237,1.218874,5187.89,5745.92,5924.62,2.625234,3.730209,3.870654,-0.886913,-0.54473,-0.321379,1.715077,1.737878,2.440598,6.990536,8.538149,4.06164,4.128215,4.580672,4.747947,5.086025,0.996094,-10.446177,-0.950908,0.083557,10.489368,GBPRPgrizy/JHKs,10,0.036383152,3.46152,4.528101,2.674321,,,3.3269E+018,100.0349765,9.779859899,202.9451514,1.961977492,100.1633035,-13.30608256,0.106757223,-0.170175263,-1.383327873,18.060549,19.490013,16.863863,0.12228074,0.11324178,0.15102339,0.17842065,0.14653999,0.98366886,2.0914,3.0898,1.4294643,2.6261501,632.5794,1.1495,1.1966858,,,PHOENIX,4.1744,-1.2164,218.4800862,14.133769,1123.89824,1.9647632,1424.338848,8.814431,,,2016,3987.8691,,,0.000000125
Gaia DR3 3326902523844992256,0,636,0.228049,3.3269E+018,100.039875,9.789021305,6.15475,0.993764,0.735,4959.15,5085.51,5180.59,4.606895,4.651006,4.690321,-0.641257,-0.562764,-0.344719,0.641576,0.653612,0.724712,0.797549,0.807163,2.033707,2.324039,2.487042,2.556622,2.56891,1,-8.867006,-0.282293,0.024919,8.871499,GBPRPgrizy/JHKsW1W2,0,-0.018372774,1.961882,2.506673,1.476765,,,3.3269E+018,100.039875,9.789021305,202.9392058,1.970458368,100.1675806,-13.29660054,1.430429313,3.200210416,-18.71262246,17.41746,18.457462,16.43379,0.08613907,0.08363839,0.11412023,0.14365451,0.11755449,0.9664864,1.5096,2.0533,1.0400028,2.023672,517.3932,0.8246,0.9836693,,,MARCS,4.787,-1.1604,565.4993098,9.597908,2032.184816,2.6967309,2116.614563,13.6962,,,2016,4645.758,,,0.000000169
Gaia DR3 3326902523844993664,0,637,0.221652,3.3269E+018,100.0457852,9.791693449,1.773324,0.018983,1.681085,6214.14,8604.58,8990.04,3.929555,4.184694,4.348718,-0.624836,-0.518387,-0.30919,2.054171,2.514967,3.418236,3.72862,4.371145,3.301472,3.645055,4.871647,4.93654,4.951004,0.999512,-11.346038,-1.331494,0.117915,11.423898,GBPRPgrizy/JHKsW1W2,10,0.017533898,3.877433,4.949018,2.884328,,,3.3269E+018,100.0457852,9.791693449,202.9394912,1.976859946,100.1733542,-13.29352006,0.469372154,0.159714118,-0.074447331,18.319767,19.371574,17.2879,0.14578392,0.12739298,0.16840366,0.19531544,0.16581477,0.87057227,2.1154,2.924,1.0518074,2.0836735,615.4424,1.1689,1.0318661,,,MARCS,4.8186,-1.5116,243.6618189,19.178862,885.1968566,1.8056266,963.8243129,13.9539,,,2016,4761.854,,,0.000000182
Gaia DR3 3326902558204720128,0,638,0.266196,3.3269E+018,100.0027682,9.776714308,5.335119,0.968384,0.947992,5395.92,5450.22,5946.62,4.385145,4.543994,4.616782,-0.49052,-0.249934,-0.126773,0.871688,0.905888,1.079625,1.428837,1.887486,3.513489,3.70124,3.760591,4.213344,4.336987,1,-9.193724,-0.420449,0.036404,9.203333,GBPRPgrizy/JHKs,0,-0.0000443,2.886745,3.74352,2.209491,,,3.3269E+018,100.0027682,9.776714308,202.9334334,1.932309482,100.1309997,-13.31147731,0.845594598,11.94398329,-2.989745151,18.38823,19.752695,17.250282,0.14371601,0.13390023,0.17177868,0.19661976,0.16460827,0.98558366,1.538,2.2761,1.3644657,2.5024128,475.4783,0.863,1.1379471,,,MARCS,4.7784,-0.5086,171.5294426,9.928697,831.1039377,1.7238685,997.8038279,9.319757,,,2016,3900.4397,,,0.000000216
Gaia DR3 3326902596860141184,0,639,0.263226,3.3269E+018,100.0052547,9.778455225,1.780438,1.025742,1.196635,4969.15,5137.49,5159.03,3.114997,3.119175,3.163008,-0.592907,-0.591417,-0.168049,1.083935,1.140168,1.197634,1.199642,1.355491,3.510207,3.586779,3.772287,3.819732,3.923074,1,-9.302345,-0.466397,0.040445,9.314031,GBPRPgry/JHKsW1W2,0,-0.000938,2.872696,3.739941,2.211616,,,3.3269E+018,100.0052547,9.778455225,202.933005,1.935284683,100.1333843,-13.30956679,0.77646392,-0.228540799,-1.371361612,15.044756,16.448269,13.894201,0.025925139,0.02364844,0.029882815,0.03276998,0.027204866,1.0644797,3.0656,4.2371,1.403513,2.5540676,1049.473,1.6951,1.1505547,13.271225,0.06864343,MARCS,3.3829,-0.2526,3598.397593,15.237436,18073.59081,8.045136,21952.17281,45.10609,-38.64281,3.2761233,2016,5468.159,,,0.000000121
Gaia DR3 3326902661283953664,0,640,0.261003,3.3269E+018,99.99915215,9.79712628,3.960764,0.509603,1.098,5928.9,6284.88,6615.17,3.967629,4.260519,4.451003,-0.731783,-0.674016,-0.442327,1.049887,1.23947,1.532298,2.363692,3.357522,4.004337,4.044165,4.299258,4.548158,4.589723,0.993652,-9.61058,-0.596248,0.051832,9.629059,GBPRPgrizy/JHKsW1W2,0,0.06912148,3.314825,4.292396,2.525605,,,3.3269E+018,99.99915215,9.79712628,202.9136389,1.938471599,100.1258584,-13.29136978,0.489770811,3.502239342,-0.215786232,18.202305,19.349457,17.073063,0.13698465,0.1265754,0.16010875,0.18300988,0.15176825,1.0331125,1.1162,1.6575,1.147152,2.276394,723.0305,0.6255,1.129242,,,PHOENIX,4.2467,-0.7827,248.6763263,16.696663,986.3350879,1.9256467,1174.715771,10.524235,,,2016,3638.4841,,,0.00000021
Gaia DR3 3326902699939354752,0,641,0.240342,3.3269E+018,100.0226925,9.795551614,0.364083,1.054551,1.808017,4914.12,5003.46,5152.31,2.381563,2.514898,2.822815,-0.679412,-0.470052,-0.200639,1.777302,1.929752,2.485606,2.599776,2.775738,3.976195,4.104489,4.20817,4.348209,4.537875,1,-10.487933,-0.967668,0.084942,10.532479,GBPRPgrzy/JHKsW1W2,0,-0.004685879,3.156083,4.142018,2.454222,,,3.3269E+018,100.0226925,9.795551614,202.9256504,1.958383375,100.1497487,-13.29129228,0.432129005,0.722112676,0.368675837,15.497327,17.046041,14.303695,0.03456022,0.03224094,0.042154867,0.04840858,0.03873659,1.0781873,4.0837,5.5335,1.5487146,2.7423468,1223.9409,2.2836,1.1936321,13.713704,0.11249498,MARCS,3.5053,-0.1299,2074.91647,16.101397,11912.85793,6.7284193,15054.98347,16.21689,78.986176,6.6448264,2016,6856.18,,,0.000000221
Gaia DR3 3326902734299091840,0,642,0.224354,3.3269E+018,100.0355175,9.806460368,4.003001,0.494033,1.100882,6878.38,6934.5,7092.15,4.469379,4.473831,4.482399,-1.137033,-1.103252,-0.85348,0.633719,0.63699,0.64351,0.678618,0.678782,0.459039,0.505284,0.554718,0.624778,0.625624,1,-8.792345,-0.250481,0.022173,8.795912,GBPRPy/JHKsW1W2,1001,-0.005159617,0.486354,0.589493,0.339885,,,3.3269E+018,100.0355175,9.806460368,202.921722,1.974609881,100.1619032,-13.27951168,1.480283263,-2.768070751,-4.69687983,13.532131,13.82603,13.082389,0.014504875,0.012605129,0.01628366,0.018845798,0.016931579,1.0173736,0.1241,0.1454,0.29389858,0.7436409,611.8248,0.0668,0.44974232,12.852004,0.056513526,MARCS,4.4916,-0.1665,40272.17298,38.703514,72793.78865,29.214083,46366.33274,35.802105,34.52087,4.9226403,2016,6130.254,,,0.0000000844
Gaia DR3 3326902803018569344,0,643,0.241048,3.3269E+018,100.0142487,9.814028409,0.205336,-0.027575,3.104432,10386.02,10674.51,11412.89,3.941853,3.958532,4.131407,-0.259408,-0.198728,0.378046,2.222096,2.287118,2.520443,2.765858,3.264207,3.996425,4.006353,4.033129,4.098933,4.184571,1,-10.520346,-0.98041,0.086179,10.56593,GBPRPgrizy/JHKsW1W2,0,0.01581657,3.417497,4.230873,2.434005,,,3.3269E+018,100.0142487,9.814028409,202.9054017,1.959428826,100.1398713,-13.27345385,0.312563577,-0.73299643,-1.787085344,15.630218,16.474731,14.705439,0.032897007,0.02984352,0.03762355,0.044009563,0.036753826,0.9503266,3.2197,3.8885,0.8445139,1.7692928,3190.1484,1.7748,0.92477894,,,A,3.6341,-0.526,3511.75391,17.5862,10540.46323,5.711699,10398.78908,17.774063,,,2016,9232.608,,,0.0000000654
Gaia DR3 3326902867442380288,0,644,0.195071,3.3269E+018,100.0754316,9.794110186,3.441115,0.621676,1.445124,6007.3,6501.42,7116.14,4.113051,4.28901,4.468101,-0.541855,-0.196883,0.005061,1.124857,1.235218,1.934232,2.173322,2.509372,3.045988,3.122585,3.404672,3.847138,3.93101,0.960449,-9.98003,-0.753771,0.067637,10.008454,GBPRPgrizy/JHKs,0,0.004296899,2.706576,3.449329,2.020848,,,3.3269E+018,100.0754316,9.794110186,202.9506996,2.003949503,100.2031188,-13.28902358,0.718575663,0.243905196,-3.822671205,17.580267,18.62941,16.579252,0.095331684,0.09254236,0.11947512,0.13840023,0.11478631,1.0463338,2.0103,2.7126,1.0491428,2.0501575,585.1912,1.1129,1.0010147,,,MARCS,4.7537,-1.5845,482.6732934,18.78928,1749.200872,2.6473694,1851.216687,18.120188,,,2016,5050.96,,,0.0000000926
