designation,num,id,_r,Source,RA_ICRS,DE_ICRS,GMAG0,BP-RP0,mass84,teff16,teff50,teff84,logg16,logg50,logg84,met16,met50,met84,dist05,dist16,dist50,dist84,dist95,AV05,AV16,AV50,AV84,AV95,fidelity,XGal,YGal,ZGal,RGal,FlagPhoto,FlagOut,BP/RPCorr,AG50,ABP50,ARP50,,,source_id,ra,dec,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,ruwe,ag_gspphot,azero_gspphot,bp_g,bp_rp,distance_gspphot,ebpminrp_gspphot,g_rp,grvs_mag,grvs_mag_error,libname_gspphot,logg_gspphot,mh_gspphot,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_rp_mean_flux,phot_rp_mean_flux_error,radial_velocity,radial_velocity_error,ref_epoch,teff_gspphot,vbroad,vbroad_error,Separation
Gaia DR3 3326902867442387968,0,645,0.194089,3.3269E+018,100.073413,9.799401068,2.565794,0.453721,1.64,6226.14,7024.76,7267.87,3.946484,4.161612,4.219192,-0.127392,0.001444,0.356378,1.165696,1.1904,1.378156,1.841376,1.877142,3.487396,3.537006,4.036135,4.163953,4.303898,1,-9.468338,-0.536943,0.048207,9.48355,GBPRPgrizy/JHKsW1W2,0,-0.005578637,3.187132,4.07837,2.387995,,,3.3269E+018,100.073413,9.799401068,202.945081,2.004597996,100.2006915,-13.28388845,0.639256955,-0.470784317,-6.891732604,16.449417,17.5614,15.417303,0.050578017,0.050578624,0.0654557,0.07368585,0.06140061,0.9852136,3.5516,4.4943,1.1119823,2.1440964,1061.994,1.9635,1.032114,,,A,4.4074,-0.5934,1290.795351,16.927158,4956.554738,7.494866,5398.04927,26.762226,,,2016,8224.715,,,0.000000106
Gaia DR3 3326902906097782912,0,646,0.2068,3.3269E+018,100.0569584,9.802727662,3.260118,0.554232,1.6371,6252.98,6802.74,8367.19,4.038719,4.246842,4.376475,-0.722306,-0.331722,-0.146873,1.125077,1.281352,1.468614,2.031003,2.272073,4.505104,4.716034,4.969641,5.803929,5.837541,0.951172,-9.551702,-0.571946,0.051041,9.56881,GBPRPgrizy/JHKs,10,0.013516665,3.803743,4.947415,2.909141,,,3.3269E+018,100.0569584,9.802727662,202.934706,1.991695998,100.1838298,-13.28172855,0.721617174,-1.564103015,-3.156635538,17.8984,19.319649,16.727142,0.10972851,0.105436556,0.14091651,0.15395796,0.12909794,0.9781492,3.1333,4.4079,1.4212494,2.5925064,474.557,1.7498,1.171257,,,MARCS,4.6838,-1.046,255.5978825,12.745611,1304.929701,2.1073475,1615.48,14.294904,,,2016,5151.3066,,,0.0000000986
Gaia DR3 3326902974815984384,0,647,0.183414,3.3269E+018,100.080281,9.809215552,1.275114,-0.088037,2.996812,6990.14,10607.91,12250.84,4.103925,4.280205,4.349905,-0.529003,-0.174656,0.119518,1.485402,1.89426,2.578514,3.420674,4.75734,3.976584,4.40897,5.415289,5.646598,5.674404,0.917969,-10.57313,-1.004375,0.090668,10.620727,GBPRPgrizy/,10,0.15082133,4.394916,5.563181,3.222345,,,3.3269E+018,100.080281,9.809215552,202.9394403,2.015102633,100.2069062,-13.27361513,0.337287933,0.646221475,-4.232391449,17.72692,18.810495,16.557695,0.12339514,0.12914434,0.1680393,0.17274357,0.13985187,1.0428945,,,1.0835762,2.2528,,,1.1692238,,,,,,408.5250023,26.256018,1528.196654,3.5223126,1888.337731,14.794262,,,2016,,,,0.000000183
Gaia DR3 3326902974817258624,0,648,0.183711,3.3269E+018,100.0804356,9.808305606,3.587984,0.691831,1.206167,6088.75,6176.28,6467.21,4.142882,4.174049,4.242586,-0.397667,-0.187855,0.036293,0.652533,0.654328,0.685796,0.696515,0.715445,3.11002,3.143674,3.24922,3.440859,3.594051,1,-8.831166,-0.267139,0.024111,8.835206,GBPRPgrzy/,0,0.026055932,2.575237,3.286016,1.927752,,,3.3269E+018,100.0804356,9.808305606,202.9403198,2.014822316,100.2071292,-13.27451185,1.424474014,-1.827519775,-3.719110079,15.344194,16.366236,14.316141,0.029325621,0.027792605,0.035843335,0.039247792,0.034509342,1.0618085,,,1.0220413,2.0500946,,,1.0280533,,,,,,3880.809961,57.336716,13717.30598,35.551193,14883.38911,99.50165,,,2016,,,,0.0000000304
Gaia DR3 3326903004881369984,0,649,0.164424,3.3269E+018,100.0935576,9.825438672,9.354612,2.28806,0.258663,3369.17,3388.93,3413.84,4.352593,4.432578,4.490261,-0.83719,-0.674603,-0.674603,0.299049,0.299451,0.30106,0.30568,0.315113,0.092957,0.092957,0.097668,0.128296,0.24153,1,-8.477094,-0.117226,0.010686,8.477904,GBPRPgrizy/JHKsW1W2,1000,0.023754716,0.078775,0.099308,0.058779,,,3.3269E+018,100.0935576,9.825438672,202.9309822,2.034152114,100.2191195,-13.25649724,3.274897044,-4.096604818,-8.881814935,16.82665,18.045881,15.717292,0.061006535,0.059823077,0.080541134,0.0862359,0.06504716,1.0940461,0.4204,0.6263,1.2192307,2.3285894,289.164,0.2544,1.1093588,,,MARCS,4.7829,-0.1007,826.1600315,21.383444,3501.76189,3.0674825,4094.883341,17.962408,,,2016,3606.637,,,0.000000125
Gaia DR3 3326903107960571392,0,650,0.218822,3.3269E+018,100.0386534,9.813383801,-0.22872,0.611179,2.201545,5759.3,6311.35,6506.51,2.720194,2.833774,3.455058,-1.864812,-0.786033,0.208935,2.879525,2.969227,4.87171,5.927991,6.098961,3.332909,3.7943,4.253336,4.362613,4.76233,0.635254,-12.684505,-1.895895,0.168365,12.825409,GBPRPgrizy/JHKsW1W2,10,0.081109166,3.285615,4.250423,2.500186,,,3.3269E+018,100.0386534,9.813383801,202.9169735,1.980522695,100.1645634,-13.27238572,0.007328367,-0.315645667,-1.395977393,16.495302,17.694954,15.333538,0.073590346,0.07199333,0.094372764,0.112150766,0.09563732,1.3870583,4.2886,5.4482,1.1996517,2.3614159,3114.9946,2.3935,1.1617641,,,A,3.5977,-0.1586,1141.393352,17.30288,4751.444123,10.365342,5830.999208,13.221002,,,2016,9236.866,,,0.000000074
Gaia DR3 3326903146615950720,0,651,0.200042,3.3269E+018,100.05557,9.82227256,0.075213,0.998978,1.178959,5034.45,5097.95,5230.47,2.415768,2.446259,2.455699,-0.891437,-0.590725,-0.49204,3.549587,3.93867,4.276975,4.309963,4.477856,5.133801,5.209331,5.282473,5.459606,5.557483,0.997559,-12.137004,-1.664407,0.14922,12.250597,GBPRPgrizy/JHKsW1W2,0,0.013879538,3.859363,5.137583,3.049864,,,3.3269E+018,100.05557,9.82227256,202.9166853,1.999411229,100.1809946,-13.26233112,0.319957945,-0.114089517,-1.317770553,17.09026,18.895567,15.808869,0.07324425,0.06684695,0.08643845,0.09898086,0.0840416,1.0235813,5.1867,7.0898,1.8053074,3.0866976,1056.8625,2.9316,1.2813902,,,A,4.0025,-0.595,377.7373019,15.600202,2746.898081,2.798111,3763.660121,12.781352,,,2016,7977.9746,,,0.000000188
Gaia DR3 3326903176680050816,0,652,0.227392,3.3269E+018,100.0280327,9.816650567,2.132451,0.257095,2.0758,7468.41,8081.19,9162.63,3.909948,4.246177,4.355035,-0.435273,-0.219852,0.085067,2.603242,2.696874,3.213396,4.781694,5.758062,4.096511,4.169717,4.563768,4.841522,4.860805,0.974609,-11.158176,-1.250147,0.110616,11.22799,GBPRPgrizy/JHKs,0,-0.011533737,3.627858,4.631098,2.702462,,,3.3269E+018,100.0280327,9.816650567,202.9092801,1.972707632,100.1535993,-13.2698724,0.333705613,0.128643601,-1.899176379,18.29513,19.440872,17.25514,0.1510342,0.12936503,0.16569448,0.19335032,0.16470838,1.0532972,1.3245,1.8852,1.1457424,2.185732,646.317,0.7282,1.0399895,,,PHOENIX,4.2306,-2.4644,228.5957786,12.094146,905.5140823,1.797841,993.3493537,13.135071,,,2016,4040.0403,,,0.000000205
Gaia DR3 3326903176680056832,0,653,0.218414,3.3269E+018,100.0357856,9.821903428,3.884378,0.760339,1.03732,5814.79,6033.45,6316.84,4.031508,4.228265,4.278442,-0.621474,-0.303476,-0.263624,0.842642,1.026077,1.066677,1.290512,1.294481,4.445656,4.454342,4.631723,4.7547,4.984267,0.999023,-9.181961,-0.41496,0.03689,9.191333,GBPRPgrizy/JHKsW1W2,0,-0.01175499,3.518284,4.591013,2.707649,,,3.3269E+018,100.0357856,9.821903427,202.9080989,1.981903219,100.161044,-13.26408901,0.859877477,-0.803389624,-1.521056863,17.542828,19.021887,16.378183,0.09460155,0.0895283,0.120380074,0.14167096,0.11661136,0.98924106,2.436,3.5248,1.4790592,2.6437035,580.5944,1.3455,1.1646442,,,PHOENIX,4.2248,-1.3646,336.2496832,10.92319,1810.572226,2.444567,2227.845757,18.293745,,,2016,4334.427,,,0.0000000267
Gaia DR3 3326903176680435072,0,654,0.2222,3.3269E+018,100.0322656,9.820360506,0.122293,0.908325,1.930924,5182.75,5195.73,5199.9,2.428,2.667332,2.72793,-0.678714,-0.397523,-0.351997,5.550346,6.091682,6.406194,6.435233,6.439972,5.789143,5.801789,5.820571,5.881496,5.903687,0.997559,-14.097433,-2.49213,0.221127,14.316017,GBPRPgrizy/JHKsW1W2,1,0.005019426,4.204004,5.631874,3.344896,,,3.3269E+018,100.0322656,9.820360506,202.9078859,1.978113081,100.1576024,-13.26587499,-0.146084201,0.71951839,-0.969594447,18.359299,20.258652,17.063349,0.15233582,0.13459504,0.16914132,0.20403631,0.17309695,0.95004934,,,1.899353,3.195303,,,1.2959499,,,,,,107.6356307,8.911762,853.5459912,1.6741253,1185.274198,12.198015,,,2016,,,,0.000000113
Gaia DR3 3326903211039805696,0,655,0.211225,3.3269E+018,100.040591,9.830252507,2.572694,0.72882,1.520306,6278.89,6444.17,6861.22,3.710769,3.988535,4.194973,-0.523655,-0.135395,-0.124701,1.16036,1.496396,2.026348,2.706022,2.752262,5.050482,5.208641,5.258452,5.518027,5.892542,0.999023,-10.065477,-0.788117,0.070363,10.096285,GBPRPgrizy/JHKsW1W2,0,-0.000381,3.962568,5.19514,3.062714,,,3.3269E+018,100.040591,9.830252507,202.9028338,1.989930605,100.1652852,-13.25542386,0.593846685,-2.985123957,-1.630630561,18.068832,19.706219,16.844973,0.1238515,0.10983422,0.1398784,0.16275112,0.13897371,0.86408657,2.8199,4.1482,1.6373863,2.861246,597.7033,1.5673,1.2238598,,,MARCS,4.2067,-1.3347,179.0316147,12.383976,1115.357185,1.9401544,1449.337278,14.080589,,,2016,4316.07,,,0.000000173
Gaia DR3 3326903215335427328,0,656,0.204005,3.3269E+018,100.0482414,9.830462731,7.751276,1.476078,0.600434,4100.39,4190.05,5124.66,4.696706,4.753581,4.75631,-1.237113,-0.491681,-0.491629,0.677882,0.681218,0.709211,0.845065,0.941628,1.26039,1.26277,1.287596,2.428568,2.668436,1,-8.852888,-0.275873,0.024711,8.857185,GBPRPgrizy/JHKsW1W2,0,0.08004081,1.026753,1.303185,0.769491,,,3.3269E+018,100.0482414,9.830462731,202.9060939,1.996731378,100.1729945,-13.25467689,1.407636185,10.19700834,-16.99948612,18.031935,18.993328,16.983557,0.121407844,0.10673629,0.13811943,0.15779877,0.13815385,1.0464959,0.117,0.1703,0.96139336,2.0097713,418.5419,0.0674,1.048378,,,MARCS,4.6102,-1.1593,345.2119245,26.688509,1153.911979,2.1478553,1275.662424,23.18899,,,2016,3532.077,,,0.000000147
Gaia DR3 3326903554637179392,0,657,0.248765,3.3269E+018,100.003166,9.822345297,4.117967,0.706471,1.502313,5545.17,6211.68,6724.77,4.066809,4.401098,4.490329,-0.437805,-0.109772,0.074442,1.588277,1.651787,2.016382,3.380868,4.518321,2.27329,2.316667,2.850414,3.216746,3.469639,0.995117,-10.056478,-0.78394,0.068736,10.086987,GBPRPgrizy/JHKsW1W2,0,-0.001550198,2.287711,2.90003,1.698372,,,3.3269E+018,100.003166,9.822345297,202.8930055,1.95351798,100.1280728,-13.26593364,0.246391843,1.12120967,-2.417151704,17.928541,18.877584,16.969456,0.11850658,0.10717277,0.14054178,0.16867219,0.12791471,0.9921133,1.5579,2.0833,0.9490433,1.9081287,683.4542,0.8601,0.95908546,,,MARCS,4.8358,-2.2259,384.0455875,13.605126,1269.200005,1.9485672,1292.336678,10.240768,,,2016,4898.313,,,0.000000127
Gaia DR3 3326903588996920448,0,658,0.263214,3.3269E+018,99.9874869,9.823609905,3.059009,0.641637,1.343341,6304.36,6379.36,6417.78,4.083221,4.12744,4.130719,-0.259374,0.04393,0.073516,0.934443,0.969917,1.018559,1.019352,1.01975,2.992223,3.507223,3.5483,3.568669,3.570215,1,-9.137849,-0.39587,0.034488,9.14642,GBPRPgrizy/JHKsW1W2,0,0.008548379,2.801118,3.582516,2.101473,,,3.3269E+018,99.9874869,9.823609905,202.8848134,1.940355682,100.1121478,-13.26576809,0.954707474,5.841993867,-7.137634209,15.900058,16.9859,14.863221,0.03763434,0.03428766,0.043547146,0.05033936,0.047762547,0.9054696,2.4612,3.2617,1.0858431,2.1226797,920.1358,1.3643,1.0368366,,,MARCS,3.9193,-0.6993,2193.091696,19.772898,8220.982941,5.3836513,8992.280494,13.351887,,,2016,5750.0254,,,0.0000000724
Gaia DR3 3326903623356674048,0,659,0.252834,3.3269E+018,99.9948174,9.836976477,2.807832,0.602078,1.35429,6325.49,6335.72,6907.18,3.892726,4.031497,4.179548,-0.541016,-0.14439,-0.142676,2.33429,2.69594,3.374304,3.863807,3.887618,3.157042,3.157539,3.16795,3.460142,3.7243,0.997559,-11.307098,-1.31097,0.114989,11.382843,GBPRPgrizy/JHKsW1W2,0,0.008083344,2.526228,3.213667,1.882937,,,3.3269E+018,99.9948174,9.836976477,202.8762223,1.952890224,100.1185761,-13.25192304,0.035278434,-0.724983232,-0.07378618,17.974981,18.93248,16.999672,0.12019572,0.11032615,0.14648145,0.15684915,0.12909819,0.976623,1.3144,1.8049,0.95749855,1.9328079,832.5693,0.7282,0.9753094,,,MARCS,4.3933,-3.8358,365.1113216,13.622063,1216.058437,2.1762934,1256.866266,11.43645,,,2016,4423.0215,,,0.000000136
Gaia DR3 3326903898234601600,0,660,0.264137,3.3269E+018,99.97952012,9.854974337,2.71726,0.379325,1.538753,6713.14,7799.93,7923.59,4.273922,4.336163,4.375077,-0.304365,-0.205022,0.068559,2.972484,2.995452,3.397332,3.48056,5.794393,3.20062,3.3158,3.748622,3.900982,4.012382,0.96582,-11.32884,-1.318671,0.115467,11.405328,GBPRPgrizy/JHKs,0,-0.014080167,3.034808,3.836043,2.234397,,,3.3269E+018,99.97952012,9.854974337,202.8533118,1.947713318,100.1018209,-13.23503859,0.333226594,0.161923839,-0.690530846,18.407759,19.41552,17.43455,0.17440026,0.15854646,0.17969257,0.251527,0.19185756,0.99443775,0.3777,0.5398,1.007761,1.9809704,741.6019,0.2104,0.9732094,,,PHOENIX,4.7863,-0.3954,233.9961735,9.4342575,816.2874283,1.6568942,842.051769,16.621916,,,2016,3793.7725,,,0.000000156
Gaia DR3 3326903966954067072,0,661,0.216292,3.3269E+018,100.0307311,9.846124693,10.304769,2.481747,0.4,3358.15,3399.38,3434,4.866,4.942,4.965786,-0.296653,-0.296653,-0.093558,0.343521,0.352435,0.376265,0.447215,0.462962,0.143886,0.294634,0.382586,0.510844,0.53489,1,-8.546441,-0.14623,0.013056,8.547692,GBPRPgrizy/JHKsW1W2,0,-0.019367099,0.306079,0.387507,0.229574,,,3.3269E+018,100.0307311,9.846124693,202.8842651,1.988544063,100.1541689,-13.24028379,2.666934505,-17.33459045,-11.84417123,18.488316,19.97019,17.33051,0.17081152,0.1451692,0.18032295,0.23766045,0.18582313,0.990053,0.2728,0.4205,1.4818745,2.6396809,288.495,0.1705,1.1578064,,,MARCS,4.6135,-1.1037,140.39158,17.020376,757.9148393,1.6854128,926.7320791,12.848389,,,2016,3272.9011,,,0.0000000373
Gaia DR3 3326904005609411072,0,662,0.235674,3.3269E+018,100.0131025,9.835695417,1.269778,1.133278,1.281842,4745.33,4826.5,4916.73,2.631614,2.769595,2.936,-0.518802,-0.200715,0.000266,1.79381,1.80358,2.107888,2.291863,2.336745,2.487616,2.577963,2.768657,2.928402,3.010144,1,-10.140816,-0.819258,0.0724,10.173855,GBPRPgry/JHKsW1W2,0,-0.004895687,2.151825,2.770279,1.636473,,,3.3269E+018,100.0131025,9.835695417,202.8856029,1.968328393,100.137132,-13.25192188,0.475554329,-3.583204723,-3.352185274,15.040841,16.238548,13.971464,0.02573863,0.022895375,0.02879168,0.033452,0.028226774,0.9601938,2.0758,2.8849,1.1977072,2.2670841,1328.5642,1.1143,1.069377,13.40992,0.09958831,MARCS,3.1271,0.0614,4365.135529,16.644787,18138.87439,8.780821,20444.31863,24.062393,89.492004,4.7562532,2016,4754.6313,,,0.000000132
Gaia DR3 3326904070033280640,0,663,0.209641,3.3269E+018,100.0381179,9.844361699,9.383474,1.902811,0.40236,3593.96,3648.81,3745.57,4.873987,4.883811,4.890239,-0.491589,-0.486369,-0.349595,0.412252,0.422231,0.449349,0.449584,0.505887,0.127443,0.243362,0.601657,0.736109,0.776735,1,-8.613716,-0.174668,0.015637,8.615487,GBPRPgrizy/JHKsW1W2,2001,0.074689746,0.481887,0.609878,0.360819,,,3.3269E+018,100.0381179,9.844361698,202.8891625,1.994211615,100.1617556,-13.24152411,1.902965941,0.855224185,-0.379797901,18.128319,19.194452,17.042582,0.12391262,0.109064884,0.14018513,0.16340375,0.14222682,0.9838515,0.6959,1.0169,1.0661335,2.1518707,1032.1917,0.401,1.0857372,,,MARCS,4.3966,-0.0881,286.8377501,21.028606,1055.891823,1.7986773,1208.162316,14.003344,,,2016,3811.3286,,,0.000000177
Gaia DR3 3326904070033281280,0,664,0.20409,3.3269E+018,100.0435694,9.845763644,8.011977,2.005654,0.624055,3506.71,3680.84,3879.43,4.278,4.550993,4.815993,-0.488336,-0.406806,0.196498,0.568812,0.586298,0.94526,1.067079,1.067079,-0.045999,-0.045999,0.416312,0.741227,0.749551,0.999512,-9.070291,-0.367453,0.032983,9.077732,GBPRPgrizy/JHKsW1W2,2000,0.042218566,0.335603,0.42332,0.250209,,,3.3269E+018,100.0435694,9.845763644,202.8903711,1.999629782,100.1671568,-13.23974304,1.275875095,-1.872760495,-0.020389369,18.225376,19.335735,17.15697,0.13126867,0.12403156,0.16335632,0.1908527,0.15844633,0.8986392,0.2743,0.4021,1.1103592,2.1787663,475.9225,0.1604,1.068407,,,MARCS,4.6488,-0.9398,251.8390464,12.800313,965.59795,1.7086211,1087.352157,14.471454,,,2016,3564.408,,,0.000000053
Gaia DR3 3326904207472239360,0,665,0.252585,3.3269E+018,99.99235844,9.849558593,3.994033,0.754603,1.08851,5971.64,6079.73,6116.94,4.308006,4.309979,4.466238,-0.535287,-0.078818,-0.028732,1.418712,1.476353,1.936076,1.955493,2.297175,3.160878,3.333315,3.338068,3.35457,3.426684,0.997559,-9.982919,-0.751812,0.066099,10.011188,GBPRPgrizy/JHKsW1W2,0,-0.022100091,2.632829,3.367777,1.977497,,,3.3269E+018,99.99235844,9.849558593,202.8639172,1.956487278,100.1151767,-13.23954442,0.413761685,-2.856368127,-1.894569019,18.061512,19.198725,17.053843,0.1227465,0.10810195,0.13296911,0.16776562,0.13715163,0.9489737,0.9891,1.4031,1.1372128,2.1448822,737.0237,0.5394,1.0076694,,,MARCS,4.5931,-0.8468,285.7111026,9.048303,1122.903168,1.6214203,1195.696772,6.4593487,,,2016,4040.7168,,,0.000000214
Gaia DR3 3326904246127578624,0,666,0.229737,3.3269E+018,100.0141127,9.859688228,2.401242,0.63837,1.329499,5361.22,6214.71,6561.84,3.662505,3.837866,4.036927,-0.411279,-0.345592,0.093867,0.882795,0.882795,1.154306,1.258262,1.408895,4.649429,4.774114,5.586533,5.766284,6.155306,1,-9.262972,-0.448245,0.039886,9.273811,GBPRPgrizy/JHKsW1W2,0,-0.004745483,4.152453,5.483007,3.23868,,,3.3269E+018,100.0141127,9.859688228,202.8647058,1.980180609,100.1364006,-13.22791899,0.779062811,3.369018801,-5.555759353,16.865301,18.522675,15.639978,0.06535808,0.061476126,0.08075966,0.099353135,0.08232389,0.88852984,4.7935,6.4219,1.6573734,2.8826962,837.2789,2.6959,1.2253227,,,A,4.2078,-1.1416,532.5337047,10.5455265,3379.297138,4.9610977,4397.103312,12.788764,,,2016,8162.833,,,0.000000164
Gaia DR3 3326904280487318144,0,667,0.259183,3.3269E+018,99.98447017,9.85585677,4.697831,0.849363,1.01513,5224.34,5419.97,6284.79,4.240937,4.315423,4.341146,-0.951482,-0.590944,-0.236548,0.900046,0.96098,0.964131,1.014243,1.049046,1.889339,2.220751,2.299563,2.888802,2.930178,1,-9.087924,-0.374248,0.032848,9.095627,GBPRPgrizy/W1W2,0,0.07349503,1.839728,2.334072,1.371029,,,3.3269E+018,99.98447017,9.85585677,202.8547574,1.952454249,100.1067542,-13.23381293,0.95112203,-2.798355433,3.024686319,16.45824,17.284246,15.47184,0.050102107,0.047808617,0.06116052,0.07274828,0.05834701,0.97587764,2.0054,2.5579,0.82600594,1.8124065,736.6758,1.1238,0.9864006,,,MARCS,4.5085,-3.828,1666.167185,21.808962,4916.437809,3.4348176,5133.60215,63.373394,,,2016,6121.4023,,,0.000000189
Gaia DR3 3326904383566531072,0,668,0.206026,3.3269E+018,100.0362559,9.875917066,7.967809,1.741824,0.555,3916.45,4026.98,4027.17,4.671566,4.709187,4.71,-0.425167,-0.321664,-0.311457,0.174311,0.174704,0.175756,0.17627,0.179229,-0.062905,0.194244,0.2743,0.347374,0.376114,1,-8.361852,-0.068237,0.006155,8.36213,GBPRPgy/JHKsW1W2,1001,0.004160404,0.224383,0.28098,0.165494,,,3.3269E+018,100.0362559,9.875917066,202.8602395,2.007001703,100.1575674,-13.21017951,5.599527716,-53.29830881,-9.42667145,14.41674,15.327737,13.4704275,0.03585723,0.03149265,0.040383738,0.047571123,0.03975837,2.1901438,0.4633,0.6455,0.91099644,1.8573093,187.4366,0.2525,0.9463129,12.922994,0.12896624,PHOENIX,4.675,0.1248,10100.02146,23.93224,32229.27038,12.098028,32433.00766,28.614706,-27.000078,7.068791,2016,4182.7544,,,0.000000183
Gaia DR3 3326904452286007936,0,669,0.222376,3.3269E+018,100.0187304,9.891186681,7.290861,1.618699,0.528315,3993.39,4064.61,4113.23,4.358,4.359992,4.492624,-1.273991,-1.209099,-0.832381,0.521383,0.551561,0.611022,0.613343,0.623332,0.760973,0.806893,0.897418,1.020593,1.05435,1,-8.762775,-0.237017,0.02131,8.76598,GBPRPgrizy/JHKsW1W2,1000,0.026037216,0.721322,0.911605,0.538046,,,3.3269E+018,100.0187304,9.891186681,202.8387539,1.998623983,100.1387623,-13.19617687,1.65103985,0.044336554,-14.00188322,16.942467,17.92528,15.9330225,0.0691552,0.061687272,0.07300764,0.098318815,0.08135612,1.0970063,0.7084,0.9967,0.9828129,1.9922571,668.8913,0.3878,1.0094442,,,PHOENIX,4.5422,0.2545,923.2195572,14.373786,3147.46104,2.8702533,3356.982685,24.641754,,,2016,4182.9883,,,0.0000000693
Gaia DR3 3326904521005483136,0,670,0.132274,3.3269E+018,100.1245317,9.836204756,3.499602,0.730951,0.953978,5727.26,5799.2,5960.25,3.958969,3.968284,3.997382,-0.583887,-0.350028,-0.287336,0.674648,0.678448,0.707662,0.709902,0.710903,1.338325,1.373439,1.47814,1.570308,1.586432,1,-8.851294,-0.275591,0.025514,8.855584,GBPRPgy/JHKsW1W2,1000,0.002438903,1.223922,1.525816,0.890904,,,3.3269E+018,100.1245317,9.836204756,202.9353516,2.066218758,100.2495993,-13.24356979,1.392012455,-1.762739828,-3.9321374,13.972654,14.583435,13.217572,0.016126227,0.014208088,0.018426785,0.020356968,0.01686925,0.92085946,0.4141,0.5354,0.6107807,1.3658628,619.9977,0.2193,0.75508213,12.8227825,0.064480685,MARCS,4.1062,-0.0374,20046.70732,133.78598,48516.0235,79.800224,40938.24637,186.22275,33.12006,4.6368704,2016,4757.9214,,,0.000000227
Gaia DR3 3326904624084697856,0,671,0.127058,3.3269E+018,100.1244452,9.849130473,8.930183,2.010765,0.473,3720.49,3725.31,3761.1,4.803,4.803458,4.806858,-0.374831,-0.305928,-0.296653,0.486914,0.491311,0.504903,0.506733,0.506733,0.526798,0.526798,0.548418,0.709024,0.760985,0.940918,-8.664723,-0.196535,0.018255,8.666952,GBPRPgrizy/JHKs,2001,0.14262652,0.440955,0.556986,0.329248,,,3.3269E+018,100.1244452,9.849130473,202.9238071,2.072047798,100.2485582,-13.23068358,1.616528447,0.822720475,-4.438634313,17.887218,18.966145,16.727642,0.13230075,0.121982425,0.15215695,0.19488658,0.1589725,1.0708793,0.274,0.4042,1.0789261,2.2385025,494.3582,0.158,1.1595764,,,PHOENIX,4.4456,-0.7144,353.9641798,13.570255,1318.435962,2.8367932,1614.736477,16.197306,,,2016,3462.7837,,,0.0000000667
Gaia DR3 3326904658444434944,0,672,0.112631,3.3269E+018,100.136659,9.858126998,3.516572,0.671515,0.93977,6096.4,6123.28,6263.38,4.02,4.022659,4.074908,-0.823227,-0.788745,-0.697593,0.683303,0.688628,0.694014,0.694397,0.713384,2.901146,2.915788,2.962852,3.0602,3.174776,1,-8.838792,-0.270116,0.025272,8.842918,GBPRPgrzy/JHKs,1000,0.019349933,2.365091,3.006386,1.762384,,,3.3269E+018,100.136659,9.858126997,202.9212995,2.086862131,100.2602234,-13.22084545,1.385091335,-1.796294226,-3.491377784,15.088505,16.02539,14.109874,0.032211907,0.02869343,0.036671016,0.043682966,0.03444456,1.2482549,2.0116,2.6403,0.93688583,1.9155169,622.5428,1.1142,0.978631,,,MARCS,4.1564,-1.081,5312.033857,79.07059,17359.80245,55.145424,17997.35631,146.25572,,,2016,5521.6396,,,0.000000129
Gaia DR3 3326904963386862080,0,673,0.139229,3.3269E+018,100.1043072,9.877505518,2.945764,0.790204,1.10224,5232.76,5313.61,6231.25,2.445624,3.522454,3.970032,-1.274686,-0.693649,-0.686309,1.581323,1.85305,2.730539,10.283671,11.539796,4.352218,4.393844,4.415454,5.02394,5.08786,0.992676,-10.71389,-1.061365,0.098503,10.766334,GBPRPgrizy/JHKs,10,0.14437604,3.317815,4.351307,2.574975,,,3.3269E+018,100.1043072,9.877505518,202.8894798,2.067361793,100.226139,-13.20380535,0.510737462,1.5680134,-2.167398338,18.44488,19.770344,17.203808,0.15536214,0.1344868,0.17557843,0.19992639,0.15827414,0.97155154,3.2829,4.7608,1.3254642,2.566536,445.0721,1.8277,1.2410717,,,MARCS,4.707,-0.8743,168.7637429,11.510655,788.8509971,1.5591725,1041.441872,11.562713,,,2016,4759.0894,,,0.000000129
