designation,num,id,ra,RA_ICRS,dec,DE_ICRS,GMAG0,BP-RP0,ecl_lon,ecl_lat,parallax,pmra,pmdec,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,radial_velocity,radial_velocity_error,ref_epoch,teff_gspphot,vbroad,vbroad_error,_r,mass16,mass50,mass84,teff16,teff50,teff84,logg16,logg50,logg84,met16,met50,met84,dist05,dist16,dist50,dist84,dist95,AV05,AV16,AV50,AV84,AV95,fidelity,XGal,YGal,ZGal,RGal,BP/RPCorr,AG50,ABP50,ARP50,Separation,AB50-AR50,GMAG0-desc,BP-RP0-desc,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error_x,dec_x,dec_error_x,parallax_x,parallax_error_x,parallax_over_error,pm,pmra_x,pmra_error_x,pmdec_x,pmdec_error_x,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
Gaia DR3 6308692850516918656,1,45,227.2598116,227.2598116,-13.99957015,-13.99957015,2.506163,0.3896,228.7179787,3.526673439,10.86358887,-45.8582542,13.92794688,0.025494775,0.020306077,0.030130394,0.031596243,0.024251223,,,2016,7073.458008,,,2.13E-4,1.429887,1.441162,1.598523,7117.66,7303.81,7857.62,4.12582,4.136563,4.207499,-0.320987,-0.227029,0.073443,0.090855,0.091322,0.091362,0.09219,0.092568,-0.009734,0.07304,0.121978,0.416559,0.583897,1.0,-8.129138,-0.017275,0.05502,8.129156,1.97E-4,0.109424,0.131154,0.075236,2.01E-7,0.055918,2.077215,0.306345,227.26002161138,-13.99963204826,5.113E-4,3.833E-4,98.51,6308692850516918656,227.25981155775,0.0255,-13.99957014637,0.0203,10.8636,0.0301,360.5525,47.927,-45.858,0.032,13.928,0.024,177,-0.6979,458.81,0.154,14.0,31,,,15,0.961,false,2.02854E7,5893.89,7.419408,1.27239E7,12726.3,7.576994,1.11319E7,7.131476,1.176,0.445518,,,0,,,,,166657837,,0.002773,0.002994,0.003921,7.419408,0.002773,2.02854E7,0.0,0.5088,0.3865,-0.0852,0.766682
Gaia DR3 5881666139496387328,1,46,225.015989,225.015989,-55.05010292,-55.05010292,2.276101,0.284361,239.8714285,-36.21688773,5.764200395,-31.22828443,-20.19143471,0.011790902,0.012783083,0.017432557,0.01552779,0.017622903,,,2016,,,,1.65E-4,1.426019,1.644001,1.742202,7675.09,7914.65,8316.23,4.178012,4.232558,4.265945,-0.527559,-0.01452,0.189588,0.171179,0.171819,0.172535,0.173388,0.174015,0.114704,0.185606,0.289546,0.478424,0.571004,1.0,-8.066681,-0.109063,0.009986,8.067418,-0.004177451,0.262036,0.312886,0.178901,1.6E-5,0.133985,2.048261,0.304959,225.01623127553,-55.0500131839,3.019E-4,2.229E-4,145.92,5881666139496387328,225.01598899628,0.0118,-55.05010292386,0.0128,5.7642,0.0174,330.6572,37.187,-31.228,0.016,-20.191,0.018,429,-0.7549,1089.82,0.122,17.92,31,,,21,0.973,false,6108520.0,1652.75,8.722528,3856310.0,2371.28,8.873112,3290430.0,8.454765,1.17,0.418346,,,0,,,,,373203314,,0.002771,0.002869,0.003842,8.722528,0.002771,6108520.0,-0.004,0.2504,0.2795,-0.2747,0.594984
Gaia DR3 1286927649634994432,1,47,217.706715,217.706715,31.79854506,31.79854506,2.518429,0.344969,201.6809105,43.6479204,1.634589528,-25.1068324,-18.07720894,0.014864631,0.015823113,0.022149224,0.02311999,0.021770185,-32.37184143,2.289281845,2016,,23.73253632,46.5931778,1.38E-4,1.395799,1.440754,1.639901,7230.07,7454.71,7906.8,4.153151,4.178359,4.258978,-0.35361,-0.219466,0.185628,0.574499,0.587802,0.592846,0.603701,0.610586,-0.073813,-0.068168,0.041355,0.26066,0.491532,1.0,-8.060101,0.173467,0.549366,8.061967,-0.003741264,0.037331,0.044611,0.025551,7.93E-8,0.01906,2.035903,0.302377,217.706846288,31.79862540678,4.244E-4,2.777E-4,49.27,1286927649634994432,217.70671499583,0.0149,31.7985450637,0.0158,1.6346,0.0221,73.799,30.938,-25.107,0.023,-18.077,0.022,494,11.1855,3978.17,0.202,72.27,31,,,22,1.377,false,509049.0,203.526,11.420468,327969.0,190.13,11.548961,266186.0,11.184932,1.167,0.364029,,,0,,,,1237664852034584634,,609197460,0.002789,0.00286,0.0038,11.420468,0.002789,509049.0,-0.004,0.3691,0.3478,0.3966,0.495
Gaia DR3 6176259561169255424,1,49,205.3326625,205.3326625,-28.78333833,-28.78333833,2.291585,0.449932,214.0630627,-17.01349317,3.11175808,10.08240566,-14.04349067,0.017695826,0.019268135,0.022830565,0.024791507,0.029358406,37.680492,1.387577,2016,7057.989,,,7.7E-5,1.436751,1.555825,1.694271,6751.93,7014.53,7407.24,3.973614,4.027308,4.095474,-0.326603,-0.021941,0.284945,0.313542,0.315908,0.317543,0.323354,0.328995,-0.056623,0.029797,0.16231,0.353039,0.559377,1.0,-8.008209,-0.185532,0.172128,8.010358,-0.002326608,0.144403,0.173751,0.099903,4.31E-5,0.073848,1.977875,0.299011,205.33261138508,-28.78327591008,5.485E-4,2.691E-4,142.33,6176259561169255424,205.33266251273,0.0177,-28.7833383256,0.0193,3.1118,0.0228,136.2979,17.288,10.082,0.025,-14.043,0.029,167,3.6569,584.65,0.104,17.88,31,,,12,1.208,false,1981280.0,529.648,9.945002,1203250.0,688.416,10.137651,1131380.0,9.613872,1.178,0.52378,,,0,,,,,99276912,,0.002771,0.002858,0.003798,9.945002,0.002771,1981280.0,-0.002,0.3971,0.4643,-0.5994,0.276597
Gaia DR3 3507882897984968320,1,50,200.4427004,200.4427004,-18.74216549,-18.74216549,1.082977,0.271711,205.9209125,-9.394502458,7.195896106,-53.09587192,-14.51674543,0.05858523,0.04564605,0.08468949,0.07701034,0.05671055,,,2016,7592.402,,,2.45E-4,1.740554,1.8228,2.135,7366.97,7675.11,8247.93,3.727466,3.77816,3.818763,-0.516833,-0.322099,0.22541,0.133713,0.135831,0.136792,0.138959,0.146185,0.087052,0.127838,0.243544,0.491327,0.50786,1.0,-8.132556,-0.072681,0.094238,8.13288,0.001684904,0.219523,0.262586,0.150346,1.45E-5,0.11224,1.969553,0.294735,200.44294959744,-18.74210096748,0.0013443,7.669E-4,119.14,3507882897984968320,200.44270040206,0.0586,-18.74216548652,0.0456,7.1959,0.0847,84.968,55.045,-53.096,0.077,-14.517,0.057,270,24.0763,4749.47,0.441,164.9,31,,,16,2.209,true,3.03268E7,6654.08,6.982799,1.94874E7,7816.19,7.114156,1.61093E7,6.730205,1.174,0.383951,,,0,,,,,105440991,,0.002766,0.002824,0.00383,6.982799,0.002766,3.03268E7,0.002,1.2321,0.9365,-0.4492,0.880724
Gaia DR3 3468304804416637568,1,52,185.5551313,185.5551313,-33.32211958,-33.32211958,2.866597,0.577909,199.3910149,-28.1537324,6.435440321,-44.71069458,-6.222099306,0.04193739,0.025779251,0.048991818,0.058252715,0.044215437,,,2016,,,,2.01E-4,1.128,1.228,1.301463,6301.01,6406.53,6749.94,3.93,3.97,4.002,-0.73886,-0.248721,-0.148166,0.15086,0.151405,0.154379,0.157256,0.157676,0.006106,0.01037,0.074109,0.260194,0.298759,1.0,-8.141014,-0.121235,0.075204,8.141916,0.12056029,0.065129,0.078803,0.045492,9.93E-5,0.033311,1.937967,0.271711,185.55536914454,-33.32209192296,9.409E-4,7.159E-4,83.96,3468304804416637568,185.55513133283,0.0419,-33.322119577,0.0258,6.4354,0.049,131.3575,45.142,-44.711,0.058,-6.222,0.044,384,28.6909,4385.66,0.36,125.3,31,,,16,2.205,true,5309830.0,2122.17,8.874665,3436140.0,2699.86,8.998366,3501870.0,8.387146,1.307,0.61122,10.86,6.87,12,6500.0,4.5,,,97164672,,0.002789,0.002918,0.00383,8.874665,0.002789,5309830.0,0.121,0.9387,0.7188,0.0578,0.722365
Gaia DR3 3577502977823182464,1,53,183.8674488,183.8674488,-11.41149973,-11.41149973,2.035903,0.063475,188.1098519,-8.930043652,2.120033681,15.55340247,-3.740542402,0.025667945,0.023357831,0.0330026,0.032943569,0.031251073,3.199278116,0.913440943,2016,9195.131836,27.82056046,7.498235703,7.1E-5,1.533184,1.690513,1.831966,8429.01,8868.07,9307.33,4.246067,4.313238,4.342434,-0.603474,-0.30386,-0.090915,0.448268,0.456295,0.463571,0.479559,0.488821,-0.021023,0.026869,0.169397,0.282067,0.337761,1.0,-8.103973,-0.278895,0.357624,8.108771,-0.005388975,0.1572,0.18555,0.10534,1.07E-7,0.08021,1.933132,0.271668,183.86737829329,-11.41148310499,6.234E-4,3.934E-4,131.59,3577502977823182464,183.8674488136,0.0257,-11.41149972963,0.0234,2.12,0.033,64.2384,15.997,15.553,0.033,-3.741,0.031,215,5.3531,1225.09,0.17,34.04,31,,,13,1.271,false,1162710.0,466.732,10.523685,807399.0,529.761,10.570822,534938.0,10.427137,1.154,0.143684,,,0,,,,,106008717,393059809,0.00279,0.00288,0.003809,10.523685,0.00279,1162710.0,-0.005,0.5344,0.5078,-0.4278,0.255904
Gaia DR3 5372587514128271232,1,54,174.4040348,174.4040348,-46.70953633,-46.70953633,2.545061,0.626589,198.4888533,-43.98103383,9.14957208,-46.67342483,34.19284383,0.01226177,0.013829752,0.021304036,0.01518116,0.01790401,,,2016,6131.1523,,,2.57E-4,1.5,1.542876,1.573,6546.36,6653.39,6938.35,4.029,4.051061,4.068555,0.06835,0.172405,0.284668,0.108092,0.108569,0.10916,0.109465,0.109564,0.050431,0.141425,0.226521,0.364635,0.407198,1.0,-8.163843,-0.099407,0.026959,8.164449,-0.007383108,0.199331,0.241086,0.139036,3.83E-5,0.10205,1.908496,0.266677,174.40433733673,-46.70968829912,2.994E-4,2.234E-4,30.68,5372587514128271232,174.4040348154,0.0123,-46.70953633133,0.0138,9.1496,0.0213,429.476,57.858,-46.673,0.015,34.193,0.018,490,-2.3621,920.62,0.106,8.735,31,,,25,0.924,true,1.26202E7,3127.19,7.934702,7013830.0,3102.35,8.223654,7964390.0,7.495014,1.187,0.72864,,,0,,,,,409548831,,0.002768,0.002831,0.003794,7.934702,0.002768,1.26202E7,-0.007,0.2455,0.2816,0.2521,0.925763
Gaia DR3 3971288252651931648,1,55,167.7245517,167.7245517,17.06312296,17.06312296,2.406042,0.473944,162.0176007,10.85726757,4.377298227,-21.83714546,-17.98350433,0.016826477,0.013856009,0.017427547,0.020204475,0.015195221,,,2016,6549.417,,,1.26E-4,1.42791,1.46,1.547143,6824.32,6851.73,7020.48,3.99793,4.005,4.035,-0.133014,-0.133014,-0.025413,0.224924,0.227122,0.227197,0.228747,0.228914,0.086856,0.17595,0.201632,0.280452,0.29731,1.0,-8.260942,-0.075609,0.205397,8.261289,4.4E-4,0.178446,0.215247,0.123937,9.3E-5,0.09131,1.892362,0.263379,167.72465319622,17.0632028906,3.247E-4,2.447E-4,91.77,3971288252651931648,167.72455167333,0.0168,17.0631229639,0.0139,4.3773,0.0174,251.1712,28.289,-21.837,0.02,-17.984,0.015,149,-0.3108,309.89,0.087,7.689,31,,,13,0.979,false,3375550.0,847.882,9.366505,2021020.0,975.903,9.574618,1974300.0,9.009364,1.184,0.565254,6.19,0.5,2,6750.0,4.5,,1237668585969287182,,536168057,0.002769,0.002839,0.003822,9.366505,0.002769,3375550.0,0.0,0.3247,0.2448,-0.0177,0.452562
Gaia DR3 3536192161305491200,1,56,166.391823,166.391823,-25.01922181,-25.01922181,1.545419,0.321784,178.2192749,-28.21821949,2.862788949,-5.218652553,3.245255064,0.016143575,0.017169049,0.021852974,0.020747134,0.023016108,,,2016,7564.768,,,2.7E-5,1.826156,1.987052,2.044684,7693.71,7997.86,8116.76,4.005345,4.038072,4.056087,-0.010969,0.282425,0.29942,0.336047,0.337717,0.345006,0.351739,0.354698,0.1218,0.21686,0.291017,0.379109,0.50361,1.0,-8.176976,-0.291851,0.182543,8.182182,-0.007534981,0.263853,0.314792,0.17989,1.34E-4,0.134902,1.888852,0.252309,166.39184855482,-25.01923623208,4.026E-4,2.761E-4,142.99,3536192161305491200,166.39182295906,0.0161,-25.01922180872,0.0172,2.8628,0.0219,131.0023,6.145,-5.219,0.021,3.245,0.023,354,6.6708,1366.33,0.137,28.67,31,,,17,1.262,false,2989400.0,3646.64,9.498405,1854940.0,11173.7,9.667718,1639630.0,9.211032,1.169,0.456686,,,0,,,77971663916867484,,91274561,,0.003057,0.00711,0.004422,9.498405,0.003057,2989400.0,-0.008,0.3277,0.3619,-0.348,0.098211
Gaia DR3 5391215302686287744,1,57,160.0357211,160.0357211,-43.08072715,-43.08072715,1.700979,0.311457,183.5750321,-46.54076949,3.728879819,-12.4300635,-6.429930878,0.009341149,0.011337575,0.015196356,0.011995488,0.014274353,,,2016,7589.4224,,,6.2E-5,1.753748,1.921392,2.04476,7845.67,7954.64,8394.39,4.061544,4.089548,4.139532,-0.13582,0.282833,0.384281,0.261794,0.263162,0.266627,0.26746,0.26838,0.047338,0.060267,0.08363,0.245609,0.313565,1.0,-8.159919,-0.256054,0.062606,8.163936,-0.008236051,0.07627,0.090724,0.051794,4.66E-5,0.03893,1.886874,0.245826,160.03579675434,-43.08069857534,2.516E-4,1.658E-4,32.47,5391215302686287744,160.03572111729,0.0093,-43.08072715284,0.0113,3.7289,0.0152,245.3799,13.995,-12.43,0.012,-6.43,0.014,586,0.4974,1710.95,0.117,22.86,31,,,26,1.014,false,5155140.0,1341.7,8.906766,3324950.0,2499.89,9.034079,2664900.0,8.683692,1.162,0.350387,,,0,,,,,82657070,,0.00277,0.002907,0.003806,8.906766,0.00277,5155140.0,-0.008,0.1944,0.2302,0.3625,0.22395
Gaia DR3 5406768753667504512,1,58,152.8076488,152.8076488,-49.67628319,-49.67628319,1.688862,0.216629,183.1774983,-54.79721886,2.573586456,0.056056241,6.138815384,0.011038463,0.012061286,0.014621306,0.014870072,0.01427354,,,2016,,,,2.7E-5,1.7484,1.764744,1.968765,7962.8,8061.85,8423.94,4.055479,4.066017,4.132468,-0.134392,-0.028963,0.197851,0.37967,0.380946,0.386208,0.387592,0.390056,0.01607,0.075049,0.121719,0.252803,0.425893,1.0,-8.145091,-0.380587,0.035995,8.153977,-0.004714251,0.111138,0.132136,0.075398,1.56E-7,0.056738,1.886769,0.243186,152.80764840427,-49.67631047516,2.533E-4,2.178E-4,53.33,5406768753667504512,152.80764878928,0.011,-49.67628319154,0.0121,2.5736,0.0146,176.0162,6.139,0.056,0.015,6.139,0.014,461,-0.2691,1360.52,0.12,20.19,31,,,27,0.99,false,2406040.0,617.225,9.734108,1599740.0,759.664,9.828419,1194370.0,9.555052,1.161,0.273367,,,0,,,,,415220011,,0.002769,0.002837,0.003849,9.734108,0.002769,2406040.0,-0.005,0.2413,0.2311,0.1437,0.098231
Gaia DR3 5257642094689491072,1,59,148.7224866,148.7224866,-58.69586468,-58.69586468,2.211955,0.263379,191.7506528,-63.02692116,4.14659157,-12.84315919,16.14079174,0.011419212,0.011110411,0.013382552,0.015382663,0.014108096,,,2016,7551.851074,,,9.2E-5,1.588568,1.661687,1.778116,7549.34,7819.69,8376.06,4.161439,4.199511,4.237183,-0.314262,-0.014802,0.193184,0.237118,0.237932,0.238962,0.240782,0.241738,0.13792,0.165597,0.262166,0.482418,0.538747,1.0,-8.151693,-0.233622,-0.013796,8.155041,-0.001958847,0.236954,0.283091,0.161943,1.54E-7,0.121148,1.87922,0.242701,148.72259644081,-58.69593641465,2.576E-4,2.132E-4,57.89,5257642094689491072,148.72248658142,0.0114,-58.69586467784,0.0111,4.1466,0.0134,309.8506,20.627,-12.843,0.015,16.141,0.014,334,-3.2026,668.23,0.087,8.421,31,,,23,0.877,false,3457190.0,835.418,9.340558,2214160.0,1098.8,9.475522,1831300.0,9.090995,1.17,0.384527,,,0,,,,,431268075,,0.002768,0.002842,0.003857,9.340558,0.002768,3457190.0,-0.002,0.2459,0.2266,0.1688,0.330004
Gaia DR3 5202593430105432320,1,60,147.2866692,147.2866692,-78.28189785,-78.28189785,-0.90786,-0.146381,239.3858081,-70.39375701,2.160059504,-14.68772009,8.477067133,0.023722552,0.02406245,0.025826283,0.030244192,0.028121036,,,2016,,,,7.5E-5,3.489557,3.784779,4.183197,12050.18,12465.21,14386.18,3.757645,3.795464,3.888596,-0.310622,-0.184857,0.224906,0.437002,0.445953,0.449998,0.462728,0.470311,0.280349,0.359221,0.375279,0.500863,0.586989,1.0,-8.025734,-0.389101,-0.143978,8.03516,0.011156201,0.370202,0.425552,0.236942,2.76E-5,0.18861,1.869082,0.236783,147.28699058046,-78.28193552617,4.876E-4,4.495E-4,76.33,5202593430105432320,147.28666916226,0.0237,-78.28189785049,0.0241,2.1601,0.0258,83.638,16.958,-14.688,0.03,8.477,0.028,333,0.7536,1788.55,0.259,47.11,31,,,27,1.029,true,1.52612E7,5305.38,7.728392,1.11073E7,12374.8,7.724519,6702590.0,7.68229,1.167,0.042229,,,0,,,,,460679556,,0.002781,0.003041,0.003889,7.728392,0.002781,1.52612E7,0.011,0.4855,0.4517,0.0373,0.271313
Gaia DR3 5632782267915076736,1,61,145.3931492,145.3931492,-29.3736968,-29.3736968,1.532148,0.23636,160.1471213,-40.3081997,2.955729333,-24.71521203,6.696737771,0.010103568,0.01046171,0.015517804,0.016233731,0.011149295,,,2016,7623.224609,,,1.14E-4,1.677602,1.695666,2.01438,7873.09,7926.82,8578.73,3.954117,3.968741,4.060146,-0.413222,-0.320669,0.177374,0.329568,0.332103,0.335526,0.336136,0.338043,0.025276,0.229106,0.242758,0.480705,0.755432,1.0,-8.25221,-0.315716,0.100873,8.258246,-0.003619552,0.220093,0.262568,0.150075,1.55E-7,0.112493,1.84074,0.23636,145.39327523417,-29.37372656319,2.791E-4,1.511E-4,63.46,5632782267915076736,145.39314918357,0.0101,-29.37369679997,0.0105,2.9557,0.0155,190.4734,25.606,-24.715,0.016,6.697,0.011,682,-2.5764,1593.81,0.1,19.49,31,,,21,0.93,true,3331180.0,784.748,9.380871,2158280.0,1207.4,9.503274,1727390.0,9.154421,1.166,0.348853,,,0,,,,,81418788,,0.002767,0.002856,0.00388,9.380871,0.002767,3331180.0,-0.004,0.2587,0.184,0.4626,0.409653
Gaia DR3 5410092611674819840,1,62,144.1058846,144.1058846,-48.75126167,-48.75126167,1.823827,0.231723,174.0583059,-57.51974654,14.00887961,-8.163841564,-18.85033644,0.023956474,0.023267731,0.028297136,0.030608317,0.030151647,,,2016,7618.288086,,,9.1E-5,1.547,1.547,1.671776,7659.49,7659.49,8020.44,3.974,3.978695,4.021625,-0.432922,-0.432922,-0.22489,0.070726,0.070846,0.071342,0.071358,0.071656,0.110469,0.140839,0.142532,0.316514,0.379544,1.0,-8.196044,-0.071163,0.003142,8.196353,-7.27E-4,0.128854,0.1539,0.088073,1.38E-7,0.065827,1.823827,0.234519,144.10593960905,-48.75117789003,5.037E-4,4.782E-4,51.44,5410092611674819840,144.10588457785,0.024,-48.75126166931,0.0233,14.0089,0.0283,495.0635,20.542,-8.164,0.031,-18.85,0.03,353,6.6201,3589.42,0.277,98.79,31,,,26,1.26,false,6.12603E7,22036.4,6.21942,4.05251E7,47998.9,6.319233,3.09375E7,6.021684,1.167,0.29755,,,0,,,,,438401542,,0.002783,0.003072,0.004174,6.21942,0.002783,6.12603E7,-0.001,0.4939,0.4883,0.0505,0.328657
Gaia DR3 5704085627039332864,1,64,133.0074909,133.0074909,-20.22912008,-20.22912008,1.969553,0.300418,142.449823,-36.16981097,3.017580402,-5.154241226,-1.627795226,0.012561872,0.008592195,0.016817406,0.015369043,0.013352345,,,2016,,,,2.4E-5,1.609918,1.792998,1.900323,7598.26,7857.77,8141.86,4.086719,4.149877,4.179349,-0.238435,0.179745,0.377618,0.323586,0.325938,0.327158,0.331809,0.333279,0.190114,0.438964,0.543911,0.643049,0.743277,1.0,-8.329847,-0.287818,0.085632,8.334819,-0.004615665,0.487506,0.584904,0.335076,7.93E-8,0.249828,1.818072,0.228953,133.00751529495,-20.22911284627,2.545E-4,2.152E-4,105.6,5704085627039332864,133.00749088131,0.0126,-20.22912008092,0.0086,3.0176,0.0168,179.432,5.405,-5.154,0.015,-1.628,0.013,574,-1.1043,1328.41,0.101,17.5,31,,,21,0.967,true,1830660.0,352.736,10.030847,1097970.0,392.419,10.237066,1057870.0,9.68682,1.178,0.550246,,,0,,,,,47965855,,0.002763,0.002817,0.003795,10.030847,0.002763,1830660.0,-0.005,0.2519,0.2183,-0.087,0.086422
Gaia DR3 5525888228505606144,1,65,132.1787007,132.1787007,-39.23365599,-39.23365599,1.670991,0.245826,152.1277598,-53.96106182,9.050166744,-32.84817849,48.65501313,0.012112062,0.015046448,0.016960051,0.015227408,0.017282706,,,2016,7327.279785,,,2.61E-4,1.537042,1.685,1.699,7592.77,7785.74,7902.72,3.934,3.978,3.984,-0.624941,-0.22494,-0.118812,0.109243,0.109601,0.109713,0.109926,0.110731,0.018147,0.12625,0.246957,0.282428,0.323585,1.0,-8.2183,-0.108042,0.005394,8.21901,8.44E-4,0.223145,0.266621,0.152543,1.48E-7,0.114078,1.772569,0.221064,132.1788892257,-39.23387223524,2.817E-4,2.45E-4,7.81,5525888228505606144,132.17870074465,0.0121,-39.23365599089,0.015,9.0502,0.017,533.6167,58.705,-32.848,0.015,48.655,0.017,395,-3.1138,1133.87,0.13,17.42,31,,,26,0.89,true,2.73386E7,5606.32,7.095427,1.77094E7,9725.86,7.218032,1.43188E7,6.858128,1.172,0.359904,,,0,,,,,,,0.002764,0.002853,0.003823,7.095427,0.002764,2.73386E7,0.001,0.2457,0.2811,0.0377,0.939357
Gaia DR3 5721586798437207296,1,66,123.6206064,123.6206064,-15.77539461,-15.77539461,2.154593,0.37273,130.3545132,-34.62442907,3.757779502,-21.08152872,4.118545711,0.013232015,0.012157038,0.018167904,0.018643592,0.016282769,,,2016,7111.6626,,,9.5E-5,1.595692,1.658643,1.731844,7300.15,7503.38,7675.43,4.088921,4.112538,4.133979,-0.116039,0.076414,0.278616,0.261016,0.261999,0.2649,0.266299,0.267356,-0.01931,0.118185,0.217445,0.286747,0.329331,1.0,-8.342822,-0.217966,0.047583,8.345669,-0.006541491,0.19538,0.234037,0.13414,3.73E-5,0.099897,1.765366,0.216629,123.6207037733,-15.77541291794,3.154E-4,2.498E-4,117.89,5721586798437207296,123.62060641017,0.0132,-15.77539461327,0.0122,3.7578,0.0182,206.8362,21.48,-21.082,0.019,4.119,0.016,335,0.5019,827.48,0.107,14.32,31,,,19,1.019,false,3081730.0,631.807,9.46538,1902320.0,706.865,9.640335,1706380.0,9.167708,1.171,0.472627,41.37,0.71,5,4250.0,4.5,,,71290204,,0.002764,0.002819,0.00379,9.46538,0.002764,3081730.0,-0.007,0.3023,0.2655,-0.1911,0.343719
Gaia DR3 3152456109221642112,1,67,117.7975419,117.7975419,13.74173966,13.74173966,1.772569,0.141791,117.1624861,-7.114804057,4.232853347,-13.47120341,-2.284323432,0.019430144,0.012201178,0.020623947,0.021104285,0.01219038,,,2016,,,,6.1E-5,1.739948,1.823207,1.982095,8276.46,8502.35,9019.16,4.146675,4.195034,4.23688,-0.327397,-0.093573,0.197923,0.231568,0.23211,0.234294,0.236847,0.237947,-0.06718,0.0198,0.089463,0.218371,0.321365,1.0,-8.396948,-0.100424,0.077591,8.397549,-0.003463149,0.082584,0.097697,0.055569,1.64E-5,0.042128,1.758236,0.209496,117.79760353388,13.74174980861,3.449E-4,1.826E-4,98.31,3152456109221642112,117.79754189761,0.0194,13.74173965607,0.0122,4.2329,0.0206,205.2398,13.664,-13.471,0.021,-2.284,0.012,456,-0.5981,1559.01,0.133,28.55,31,,,16,0.979,true,6213860.0,1527.95,8.703963,4264660.0,2421.89,8.76383,2932200.0,8.579911,1.158,0.183919,,,0,,,,1237667212649103396,,519143406,0.002768,0.002857,0.003868,8.703963,0.002768,6213860.0,-0.003,0.3423,0.1874,-0.1909,0.218606
Gaia DR3 5288096299004888704,1,68,115.7395632,115.7395632,-63.70192928,-63.70192928,2.553139,0.309302,177.1607388,-78.89305221,4.545515181,4.097464778,17.45979634,0.081722774,0.075706854,0.082495973,0.148032248,0.100968674,22.91996765,1.104133844,2016,7337.105469,,,8.0E-5,1.426402,1.482996,1.585072,7271.12,7579.1,7989.91,4.207582,4.222108,4.26943,-0.509514,-0.13396,-0.005688,0.210056,0.212313,0.216703,0.218854,0.230063,-0.002169,0.012677,0.1557,0.337763,0.408299,1.0,-8.179252,-0.204191,-0.069539,8.1818,8.44E-4,0.140434,0.167912,0.096153,5.96E-8,0.071759,1.75418,0.207037,115.73952208897,-63.70200688298,0.0024355,0.0015443,72.38,5288096299004888704,115.73956319353,0.0817,-63.70192928389,0.0757,4.5455,0.0825,55.0998,17.934,4.097,0.148,17.46,0.101,287,82.6318,27407.75,0.85,838.1,31,,,22,6.046,false,3355750.0,728.199,9.372892,2157080.0,1185.16,9.503875,1778410.0,9.122814,1.173,0.381061,,,0,,,,,463695074,,0.002765,0.002853,0.003789,9.372892,0.002765,3355750.0,0.001,2.3679,1.6461,0.2625,0.286962
Gaia DR3 5537028063697055232,1,69,114.6136792,114.6136792,-39.69285639,-39.69285639,0.359615,-0.131542,129.5720804,-59.79598886,2.483241261,-6.892600191,5.378504421,0.020567048,0.024186961,0.024829904,0.029590685,0.0321852,,,2016,,,,3.9E-5,2.743287,2.935265,3.357105,11272.63,12189.49,13963.82,4.109623,4.174793,4.281414,-0.407398,-0.208566,0.197323,0.38648,0.391029,0.396734,0.405272,0.410626,0.057536,0.110778,0.190844,0.310021,0.373141,1.0,-8.31284,-0.375556,-0.060191,8.32132,0.007590056,0.188607,0.216559,0.120575,6.15E-5,0.095984,1.736549,0.205681,114.6137190331,-39.69288029668,5.345E-4,4.637E-4,23.11,5537028063697055232,114.61367922203,0.0206,-39.69285639222,0.0242,2.4832,0.0248,100.0101,8.743,-6.893,0.03,5.379,0.032,351,0.5884,2347.68,0.24,58.46,31,,,26,1.021,true,7222020.0,5533.09,8.54072,5367980.0,13231.2,8.514015,3015290.0,8.549573,1.161,-0.035558,,,0,,,,,30215904,,0.002878,0.003866,0.004178,8.54072,0.002878,7222020.0,0.008,0.4753,0.5242,0.1024,0.139938
